subject,text,priority,queue
Dringend: IT-Hardware Anforderung für neuen Mitarbeiter,"Sehr geehrte Damen und Herren, bitte kümmern Sie sich dringend um die Beschaffung der benötigten IT-Hardware für unseren neuen Mitarbeiter, der am nächsten Montag beginnt. Er benötigt einen Laptop, ein Smartphone und zwei zusätzliche Monitore. Diese Geräte sind für seine Arbeitsaufnahme essentiell. Vielen Dank für die rasche Bearbeitung. Beste Grüße, Hanne Osmani",3,Buchhaltung
Dringende Angebotsanfrage für Beratungsdienstleistung,"Sehr geehrte Damen und Herren, ich benötige dringend ein Angebot für eine umfangreiche Beratungsdienstleistung zur Optimierung unserer internen Abläufe. Die Angebotsdetails werden benötigt, um unsere Budgetplanung rechtzeitig abzuschließen. Vielen Dank! Lucienne Georgiev",3,Buchhaltung
Frage zur Gehaltsabrechnung,"Hallo zusammen, ich wollte mich erkundigen, ob es möglich wäre, meine Gehaltsabrechnung per E-Mail zu erhalten. Dies würde den Überprüfungsprozess für mich schneller und bequemer machen. Vielen Dank! Melanie Niedermeier",2,Buchhaltung
Fehlerhafte LED-Beleuchtung beim PC Case,"Hallo Kundensupport,
ich habe ein Problem mit dem PC Case, das ich bei Ihnen bestellt habe (Bestellnummer: 123456789). Die LED-Beleuchtung funktioniert nicht ordnungsgemäß. Trotz mehrmaligem Überprüfen der Verbindungen bleibt die Beleuchtung entweder aus oder flackert stark. Können Sie mir dabei helfen?
Vielen Dank,
Wal Schiller",2,Hardware
Kingston DataTraveler 2000 defekt,Das Gerät wird nicht mehr erkannt. Bitte um Hilfe!,3,Hardware
Smart-Waschmaschine WiFi Problem,"Hallo liebes Support-Team, meine Smart-Waschmaschine verbindet sich nicht mehr mit dem WLAN. Können Sie mir bitte weiterhelfen? Vielen Dank, Anna-Lisa Berisha",1,Hardware
3ds Max stürzt dauernd ab,"Hallo Support-Team, mein 3ds Max stürzt ständig ab, wenn ich Projekte lade. Ich brauche dringend Hilfe!",3,Software
Kopierer Toshiba e-Studio3018A startet nicht,"Sehr geehrte Damen und Herren, vor wenigen Tagen kaufte ich bei Ihnen einen Toshiba e-Studio3018A Kopierer. Vorsichtshalber habe ich die Geräte-Spezifikationen bzgl. unserer IT überprüft. Seit heute startet der Kopierer jedoch nicht mehr. Alle Netzwerkverbindungen und Systemeinstellungen geprüft, nichts hilft. Bitte um dringend Unterstützung! Mit freundlichen Grüßen, Wojtek Hoff.",3,Hardware
DisplayPort Cable funktioniert nicht,"Sehr geehrte Damen und Herren, mein neu gekauftes DisplayPort Cable liefert kein Bildsignal. Kabel mehrfach getestet, Problem bleibt bestehen. Bitte um Hilfe. Viele Grüße, Edona Güler",2,Hardware
Probleme mit Gaming Mouse - Flüssigkeitsschutz,"Sehr geehrte Damen und Herren, ich habe seit kurzem Probleme mit meiner Gaming Mouse, die ich bei Ihnen gekauft habe. Die Tasten reagieren manchmal nicht, als wäre etwas unter den Buttons. Könnten Sie das bitte prüfen? Freundliche Grüße, Wolfgang Spiegel",2,Hardware
Virtual Events startet unerwartet nicht mehr,"Sehr geehrte Damen und Herren,

ich kann die Software Virtual Events nach dem letzten Update nicht mehr starten. Unser Kunden-Event ist in drei Tagen. Eine schnelle Lösung wäre hilfreich.

Mit freundlichen Grüßen,
Brunhild Lamprecht",3,Software
Frage zum De-multiplexer - Kleinere Funktionseinschränkung,"Liebe Mitarbeiter des Supports,
ich besitze einen De-multiplexer, den ich bei Ihnen bestellt habe (Bestellnummer: 845623). Ein kleiner Teil der Eingabekanäle scheint nicht richtig zu funktionieren. Es beeinträchtigt nicht die Hauptfunktion, aber ich wollte wissen, ob ihr dafür eine Lösung oder ein Firmware-Update anbieten könnt? Vielen Dank im Voraus!
Mit freundlichen Grüßen,
Elfi Menge",1,Hardware
Dringend: Humidity Probe funktioniert nicht,"Sehr geehrte Damen und Herren, meine Humidity Probe ist defekt und lässt sich nicht einschalten. Das Gerät ist für meine Arbeit unerlässlich. MfG, Engelbert Brunner",3,Hardware
Switchvox hängt sich beim Start auf,"Sehr geehrte Damen und Herren, ich habe ein ernstes Problem mit Switchvox. Unser gesamtes Kommunikationssystem ist betroffen, da sich die Software seit dem letzten Update immer beim Start aufhängt. Eine rasche Lösung wäre dringend erforderlich. Herzlichen Dank.",3,Software
Arbeitsrechtsanfrage: Kündigungsfrist,"Sehr geehrte Damen und Herren, ich habe eine Frage bezüglich der Kündigungsfristen laut Arbeitsvertrag. Besten Dank im Voraus,   Giannis Florian",2,Buchhaltung
Toneinstellung bei Soundbar funktioniert nicht wie gewünscht,"Sehr geehrte Damen und Herren,
mein kürzlich gekauftes Soundbar-Modell erfüllt nicht meine Erwartungen. Die Klangqualität ist unzureichend und ich finde die Toneinstellungen kompliziert. Können Sie mir Ratschläge zur Optimierung geben?
Mit freundlichen Grüßen,
Rasmus Baldauf",1,Hardware
Bug in Vendor Management Software,"Hallöchen liebes Support-Team, bei unserem Vendor Management System tritt immer wieder ein nerviger Bug auf. Sobald man versucht, das Lieferantenprofil zu aktualisieren, stürzt die Software ab. Das hat nun bereits mehrmals zur Unterbrechung unseres Workflows geführt. Kann bitte jemand aus Ihrem Team uns hierbei helfen? Vielen Dank im Voraus, Ihr Kunde Ulf Xd.",2,Software
Defektes Mikrofon nach nur drei Wochen,"Sehr geehrte Damen und Herren, mein bei Ihnen vor nur drei Wochen gekauftes Mikrofon funktioniert nicht mehr richtig. Es tritt ein starkes Rauschen auf, das es unmöglich macht, Aufnahmen zu machen. Ich habe bereits mehrere Kabel und Anschlussgeräte ausprobiert. Bitte um Unterstützung bei dieser Angelegenheit. Besten Dank, Ruediger Spengler",2,Hardware
Problem mit dem VGA-Kabel - Jörg Osmani,"Liebes Support-Team,
ich hoffe, Sie können mir helfen. Das VGA-Kabel, das ich bei Ihnen gekauft habe, scheint defekt zu sein. Beim Anschließen meines Monitors bekomme ich kein Bild. Alle anderen Kabel funktionieren problemlos. Können Sie ein Austauschgerät schicken?
Vielen Dank,
Jörg Osmani",1,Hardware
Smart-Kinderwagen lässt sich nicht einschalten,"Sehr geehrte Damen und Herren, mein Smart-Kinderwagen mit der Bestellnummer 123456789 lässt sich plötzlich nicht mehr einschalten. Dringende Hilfe benötigt! Mit freundlichen Grüßen, Doina Wieser",3,Hardware
Positives Feedback zu Ihrer Rechnung,"Sehr geehrtes Team, herzlichen Dank für Ihre Übersichtlichkeit.",1,Buchhaltung
Dringend: Modem keine Internetverbindung,"Sehr geehrte Damen und Herren, ich bin Gezim Kamp (Kundennummer: 92746125). Mein kürzlich gekauftes Modem (Bestellnummer: 582947102) stellt keine Internetverbindung mehr her. Da ich es dringend für meine Arbeit brauche, benötige ich schnellstmögliche Hilfe. Danke im Voraus.",3,Hardware
Laptop Stand kippt ständig,"Guten Tag, ich habe vor kurzem einen Laptop Stand bei Ihnen erworben, aber dieser kippt ständig zur Seite. Ich habe bereits versucht, ihn korrekt zu montieren, ohne Erfolg. MfG, Emmi Winter",2,Hardware
Dringender Klärungsbedarf: Abweichende Rechnungsbeträge,"Sehr geehrtes Buchhaltungsteam, mir ist aufgefallen, dass die letzten drei Rechnungen von den üblichen Beträgen abweichen. Ich habe keine Änderungen an meinen Verträgen vorgenommen. Bitte überprüfen Sie das dringend, da ich diese Rechnungen für meine Steuerunterlagen benötige. Danke! Rena Bollmann",3,Buchhaltung
Anfrage zu In-Ear-Kopfhörer - Kleine Störgeräusche,"Sehr geehrtes Support-Team, bei meinen kürzlich erworbenen In-Ear-Kopfhörern treten gelegentlich kleine Störgeräusche auf. Könntet ihr mir bitte mitteilen, ob das ein bekanntes Problem ist und wie ich es beheben kann? Vielen Dank und freundliche Grüße, Caterina Weidemann",1,Hardware
Probleme mit Bluetooth Speaker,"Hallo Support-Team, ich habe vor einem Monat Ihren Bluetooth Speaker gekauft, aber seit gestern hat er keine Verbindung mehr zu meinem Handy. Ich habe mehrere Geräte ausprobiert, überall das gleiche Problem. Bitte um Hilfe. Viele Grüße, Evren Bornemann",2,Hardware
Änderung des Unternehmensnamens auf Kommissionsrechnungen,"Hallo, bitte verwenden Sie ab sofort den Firmennamen 'Hein Generates' auf allen künftigen Kommissionsrechnungen. Grüße, Mate Hein.",1,Buchhaltung
Dringende Anfrage zum Gehalt und Steuerklasse,"Sehr geehrte Damen und Herren, ich habe festgestellt, dass in meiner letzten Gehaltsabrechnung meine Steuerklasse falsch angegeben wurde und mein Gehaltsabrechnungsbetrag nicht stimmt. Bitte korrigieren Sie die Steuerklasse und senden Sie mir eine neue Abrechnung. Vielen Dank, Ive Gericke",3,Buchhaltung
Angebot für Managed Hosting Service,"Sehr geehrte Damen und Herren, ich bin an Ihrem Managed Hosting Service interessiert und möchte ein Angebot erhalten. Wir planen, bald unsere Server-Infrastruktur umzustrukturieren und benötigen die Kostenaufstellung für eine Dauer von mindestens einem Jahr. Können Sie mir hierzu ein Angebot machen? Freundliche Grüße, Carolin Riedl",2,Buchhaltung
Frage zu Shopify Plugin Kompatibilität,"Sehr geehrte Damen und Herren, ich hoffe, es geht Ihnen gut. Könnten Sie mir bitte mitteilen, ob das 'SEO Boost' Plugin mit meiner aktuellen Shopify Version 4.0 kompatibel ist? Ich plane, mein Geschäft um einige Funktionen zu erweitern und möchte sicherstellen, dass keine Probleme auftreten. Es hat keine Eile, aber ich wäre dankbar für eine zeitnahe Rückmeldung. Vielen Dank im Voraus. MfG, Müslüm Evers",1,Software
Smart-Türschloss reagiert nicht mehr,"Sehr geehrte Damen und Herren, seit gestern Abend reagiert mein kürzlich installiertes Smart-Türschloss nicht mehr. Trotz Neustart und App-Update bleibt es inaktiv. Dies beeinträchtigt meine Sicherheit höchstwahrscheinlich massiv. Bitte um umgehende Hilfe! Mit besten Grüßen, Marko Henrich",3,Hardware
Notfall: IntelliJ IDEA 2021.1 startet nicht – dringend!,"Hallo, mein IntelliJ IDEA 2021.1 stürzt sofort ab, benötige unbedingt eine Lösung.",3,Software
Frage zur Akkulaufzeit Ultrabook,"Hallo Kundensupport, ich habe vor kurzem das Ultrabook gekauft und bemerkt, dass der Akku nicht wie angegeben hält. Könntet ihr mir eine möglicher Lösung für dieses Problem nennen? Danke!",1,Hardware
Mitarbeiteranfrage - Technikproblem mit Donnerico Laptop,"Sehr geehrte Damen und Herren, unser Mitarbeiter Meli Kowalski hat ein Problem mit dem Donnerico Laptop. Könnten Sie hierzu eine Lösung anbieten?",2,Buchhaltung
Update Problem bei Puppet,"Sehr geehrte Damen und Herren, ich wollte Puppet auf die neueste Version aktualisieren, jedoch scheitert das Update regelmäßig mit dem Fehlercode 105. Können Sie mir bitte mitteilen, wie ich das Problem beheben kann? Danke im Voraus. Beste Grüße, Halime Ciftci",1,Software
Wichtige Anfrage zur Bearbeitung der Gehaltsabrechnungen,Dringende Klärung wegen Fehler in den letzten Gehaltsabrechnungen.,3,Buchhaltung
Betreff: Anfrage bezüglich der Mitarbeiterabrechnung,"Sehr geehrte Damen und Herren,

ich hoffe, es geht Ihnen gut. Ich hätte eine kleine Anfrage bezüglich der Mitarbeiterabrechnung für unseren neuen Kollegen Jonas Schmidt. Könnten Sie mir bitte die genauen Details zu seinem Abrechnungsprozess zukommen lassen? Weiterhin hätte ich gerne ein Muster seiner ersten Rechnung zur Durchsicht.

Vielen Dank im Voraus und liebe Grüße,
Aljona Mehmed",1,Buchhaltung
Reisekostenabrechnung für Mitarbeitereinsatz in Köln,"Sehr geehrte Damen und Herren, ich benötige eine detaillierte Aufstellung der Reisekosten für unseren Mitarbeitereinsatz in Köln letzten Monat. Wir müssen diese für unsere Abrechnung einreichen. Vielen Dank und beste Grüße, Herwig Heil",1,Buchhaltung
Problem mit Lieferschein für Bestellung #4251,Können Sie mir bitte den Lieferschein zuschicken?,1,Hardware
Rechtsanfrage zur Arbeitsrecht - Ric Bork,"Sehr geehrte Damen und Herren, ich benötige dringend eine arbeitsrechtliche Beratung. Bitte um schnelle Rückmeldung. Danke.",3,Buchhaltung
Erkundigung: Extender - Kompatibilität und Update,"Sehr geehrter Support, ich besitze das Extender-Produkt (Bestellnummer: HWT1234567) und hatte einwandfrei funktioniert. Nun habe ich Fragen zur Kompatibilität mit meinem neuen Router sowie mögliche Software-Updates. Außerdem interessiert mich, ob Ihr nächstes Firmware-Update Balancesystem unterstützt. Besten Dank! Özlem Josef",1,Hardware
Softwareupdate auf Mitarbeiterabrechnungstool,"Sehr geehrte Damen und Herren,
ich hoffe, es geht Ihnen gut. Könnten Sie mir bitte bestätigen, ob ein Update für unsere bestehende Mitarbeiterabrechnungssoftware verfügbar ist? Zusätzlich würde ich gerne wissen, ob das Update kostenpflichtig ist und wie lange die Implementierung dauert. Es besteht kein dringender Zeitdruck, aber eine zeitnahe Rückmeldung wäre sehr hilfreich.
Vielen Dank und freundliche Grüße,
Jonah Wille",1,Buchhaltung
Frage zu Polycom Interface Anpassungen,"Hallo Team, ich habe eine Frage zur Anpassung des Interfaces in der Polycom-Software. Ich würde gerne wissen, ob es möglich ist, die Benutzeroberfläche zu individualisieren, um sie besser an unseren Arbeitsablauf anzupassen. Ich habe keine Eile, aber wäre sehr interessiert an Informationen dazu. Vielen Dank und beste Grüße, Miran Hoff",1,Software
Anfrage zur Durchführung jährlicher Gesundheitschecks,"Sehr geehrte Damen und Herren, ich wollte nachfragen, wann die jährlichen Gesundheitschecks für unser Personal stattfinden. Vielen Dank!",1,Buchhaltung
Problem mit Smart-Blutdruckmesser,"Sehr geehrte Damen und Herren, ich habe vor kurzem einen Smart-Blutdruckmesser bei Ihnen erworben. Nun zeigt das Gerät immer wieder Fehlermeldungen und die Messungen sind ungenau. Was kann ich tun? Würden Sie einen Austausch oder eine Reparatur vorschlagen? Vielen Dank, Andree Steinke",2,Hardware
Dringend: Zugriffsrechte für Finanz-Software fehlen,"Sehr geehrte Damen und Herren, als Mitarbeiterin benötige ich dringend Zugriff zur Finanz-Software, um die Buchhaltung abzuschließen. Antrag zeitkritisch!",3,Buchhaltung
Frage zu zukünftigen Gehaltsabrechnungen,"Sehr geehrte Damen und Herren, könnten Sie mir bitte bestätigen, dass meine zukünftigen Gehaltsabrechnungen an meine neue Adresse gesendet werden? Die neue Adresse lautet: Hauptstraße 25, 70178 Stuttgart. Vielen Dank! Mit freundlichen Grüßen, Emir Scharf",1,Buchhaltung
Smart-Fischfutterspender: Gerät funktioniert nicht mehr,"Hallo Kundensupport,
mein Smart-Fischfutterspender funktioniert plötzlich nicht mehr. Ich habe ihn mehrmals neu gestartet, aber er reagiert auf keine Eingaben. Dringende Hilfe benötigt!
Okan Oh",3,Hardware
Anfrage zu P2P Lending - Problem beim Login,"Hallo Kundensupport, seit dem letzten Update kann ich mich nicht mehr in Ihr P2P Lending-Portal einloggen. Ich erhalte stets eine Fehlermeldung 'Login nicht möglich'. Können Sie mir hier bitte weiterhelfen? Vielen Dank! Freundliche Grüße, Jaci Martini",2,Software
Mitarbeiteranfragen: Gesundheit und Sicherheit,"Sehr geehrte Damen und Herren, ich möchte sicherstellen, dass alle nötigen Gesundheits- und Sicherheitsmaßnahmen für unsere Mitarbeiter im Finanzbereich getroffen werden. Gibt es eine Übersicht der aktuellen Regelungen und möglichen Verbesserungen? Vielen Dank und freundliche Grüße, Ingmar Drescher",2,Buchhaltung
"IBM Commerce – Lizenzen aktiviert nicht, dringende Hilfe!","Hallo Support-Team, ich habe IBM Commerce installiert und die Lizenzen aktiviert, aber die Software startet nicht. Ich muss dringend auf das System zugreifen, da es für ein wichtiges Projekt gebraucht wird. Bitte um schnelle Unterstützung. Bestellnr: 2038475",3,Software
"RAID-Controller blinkt, keine Funktion","Liebe Support-Team, mein RAID-Controller blinkt ständig und hat keine Funktion mehr. Können Sie mir weiterhelfen?",1,Hardware
Sitecore plötzlich abgestürzt – Hilfe dringend benötigt,"Sehr geehrte Damen und Herren, unser Sitecore System ist plötzlich abgestürzt und lässt sich nicht mehr starten. Wir benötigen dringend Unterstützung, da unser gesamtes Marketing davon abhängt. MfG, Adalet Hänsel",3,Software
Info zu Update für MRP Software,"Hallo liebes Support-Team,
mein Name ist Hanjo Dörfler, Kundennummer 758942. Ich habe gelesen, dass es eine neue Version der MRP Software gibt. Ich wollte frage, ob es möglich wäre, mein jetzigen System analysiert wird, ob das benötigt wird. Sind dabei Datenverlusts?</text>",1,Software
Unklare Softwarekosten – ASCloud,"Hallo Buchhaltungsteam, ich habe letzte Woche die Rechnung für unsere Nutzung der ASCloud-Dienste erhalten und verstehe einige der aufgeführten Kostenpunkte nicht. Könnt ihr mir bitte die genauen Posten erklären oder mich mit jemandem aus der Finanzabteilung verbinden? Danke.",1,Buchhaltung
Kleine Auffälligkeit in der Anti-Money Laundering Software,"Hallo Support-Team,

ich habe eine kleine Auffälligkeit in der Anti-Money Laundering Software bemerkt. Beim Ausführen bestimmter Abfragen wird ein nicht kritischer Fehler angezeigt, der jedoch die Performance geringfügig beeinträchtigen könnte. Der Fehlercode ist E3456 und tritt sporadisch auf. Es scheint keinen Einfluss auf die Hauptfunktionen zu haben, aber könnten Sie das bitte bei Gelegenheit überprüfen?

Vielen Dank im Voraus.
Gzim Endres",1,Software
Datenschutzanfrage bezüglich meiner Kundendaten,"Sehr geehrtes Buchhaltungsteam, ich habe eine Frage hinsichtlich meiner gespeicherten Kundendaten. Könnten Sie mir bitte die Details und den Zweck der Speicherung meiner persönlichen Daten mitteilen? Vielen Dank, Annette Becker",2,Buchhaltung
